"index","target_wins","team_batting_2b","team_batting_3b","team_batting_hr","team_batting_bb","team_batting_so","team_baserun_sb","team_pitching_bb","team_pitching_so","team_fielding_e","team_fielding_dp","team_batting_1b","team_pitching_123b","team_batting_slg","team_batting_obp","log_team_batting_3b","log_team_batting_obp","pow2_team_batting_hr","sqrt_team_batting_hr"
1252,69,237,54,66,420,480,87,445,508,187,127,1139,1514,0.350223290965304,0.310934694263302,4.00733318523247,0.270740389859128,4356,8.12403840463596
1254,74,249,66,62,455,551,64,482,583,199,155,1207,1611,0.363959390862944,0.324031151492676,4.20469261939097,0.280680985555761,3844,7.87400787401181
1255,70,277,45,35,410,482,58,431,507,212,113,1240,1643,0.349316224886037,0.320672091434251,3.8286413964891,0.278140767197681,1225,5.91607978309962
1257,75,245,86,66,664,669,72,722,727,171,161,1040,1490,0.356064549713691,0.330445696094037,4.46590811865458,0.28551399594204,4356,8.12403840463596
1258,89,281,60,83,597,677,62,632,717,186,166,1080,1504,0.369468267581475,0.330445696094037,4.11087386417331,0.28551399594204,6889,9.1104335791443
1259,93,271,74,98,553,604,59,586,640,194,116,1062,1490,0.380380723718059,0.326009922041106,4.31748811353631,0.282174374421276,9604,9.89949493661167
1260,105,301,73,106,631,563,38,664,592,170,131,1092,1542,0.396236012207528,0.340737838326602,4.30406509320417,0.293220088041027,11236,10.295630140987
1262,86,278,37,41,614,447,61,650,473,177,145,1173,1576,0.342271562766866,0.334722306709654,3.63758615972639,0.288723260259826,1681,6.40312423743285
1263,66,268,54,59,511,474,47,538,499,207,118,1144,1542,0.355152965305076,0.323717651423801,4.00733318523247,0.280444180561273,3481,7.68114574786861
1265,100,242,69,57,718,597,104,746,620,181,160,1061,1425,0.344048653344917,0.335126755425862,4.24849524204936,0.289026235229488,3249,7.54983443527075
1266,99,254,53,87,770,590,93,810,621,136,173,1108,1488,0.364275909402883,0.347522596426334,3.98898404656427,0.298267792807972,7569,9.32737905308882
1267,88,269,57,96,632,720,120,665,757,168,159,1043,1440,0.368848212743913,0.330035530507229,4.06044301054642,0.285205656543921,9216,9.79795897113271
1268,102,248,49,160,671,600,123,706,631,130,170,1097,1467,0.404761904761905,0.342916366258111,3.91202300542815,0.294843641780793,25600,12.6491106406735
1269,94,260,48,204,639,665,81,672,700,134,193,1025,1402,0.42725567115811,0.338044366431619,3.89182029811063,0.291209119924323,41616,14.2828568570857
1270,100,257,38,190,622,670,92,642,691,132,198,1074,1413,0.420064835352329,0.339777831734855,3.66356164612965,0.292503803004148,36100,13.7840487520902
1271,102,211,34,162,702,740,95,743,784,111,179,1054,1375,0.384921321113609,0.33694398931974,3.55534806148941,0.290386404437297,26244,12.7279220613579
1272,110,288,62,219,689,722,95,725,760,124,169,1039,1462,0.451205123883364,0.349998513806735,4.14313472639153,0.300103491565832,47961,14.7986485869487
1273,97,259,59,196,667,657,48,702,691,136,145,978,1364,0.421802575107296,0.335980359470191,4.0943445622221,0.289665374011027,38416,14
1274,104,244,47,213,714,760,84,756,805,141,165,985,1351,0.424879393521709,0.341303625879298,3.87120101090789,0.293641996179764,45369,14.5945195193264
1275,98,223,38,188,683,776,68,718,816,117,157,934,1257,0.392794683455754,0.32638760833487,3.66356164612965,0.282459163026296,35344,13.7113092008021
1276,88,198,40,155,579,892,63,609,938,134,143,1001,1303,0.372819260293091,0.316473448017951,3.71357206670431,0.274956531135532,24025,12.4498995979887
1277,75,175,53,181,521,894,77,548,940,153,208,955,1245,0.384601863244859,0.307602191052148,3.98898404656427,0.268195071495261,32761,13.4536240470737
1278,91,204,48,154,614,925,87,638,961,118,160,1006,1306,0.379208093493808,0.322920540473534,3.89182029811063,0.279841823218431,23716,12.4096736459909
1279,86,227,40,133,556,880,100,585,926,130,149,1002,1335,0.368531468531469,0.315858740951963,3.71357206670431,0.274489487439652,17689,11.5325625946708
1280,94,203,42,165,627,837,90,660,880,143,170,1019,1329,0.384120917303683,0.325751972386588,3.76120011569356,0.281979824785523,27225,12.8452325786651
1281,100,189,64,137,562,870,194,552,854,188,141,1093,1321,0.380223559759243,0.324356838793263,4.17438726989564,0.280926936906865,18769,11.7046999107196
1282,99,178,34,110,453,867,124,453,867,158,129,1039,1251,0.341924095322154,0.300742216367317,3.55534806148941,0.262935037212899,12100,10.4880884817015
1283,80,180,39,79,438,893,141,438,893,170,126,1077,1296,0.328704517489893,0.300147587268994,3.68887945411394,0.262477786692056,6241,8.88819441731559
1284,97,193,32,78,492,891,172,492,891,134,135,1026,1251,0.323498044792037,0.301866786620827,3.49650756146648,0.263799224128572,6084,8.83176086632785
1285,95,201,27,108,430,830,94,430,830,133,128,1063,1291,0.346470485198809,0.302132701421801,3.3322045101752,0.264003459807664,11664,10.3923048454133
1286,73,203,38,82,485,881,56,485,881,160,144,962,1203,0.322523164647185,0.294667612354117,3.66356164612965,0.258253992209299,6724,9.05538513813742
1287,76,202,36,67,439,980,57,439,980,144,144,929,1167,0.307097933513028,0.283278237816254,3.61091791264422,0.249417927138247,4489,8.18535277187245
1288,85,185,52,97,484,823,80,484,823,109,130,1071,1308,0.346543296089385,0.308137878644003,3.97029191355212,0.268604659286915,9409,9.8488578017961
1289,88,234,67,88,544,846,139,547,851,134,136,1135,1444,0.369114877589454,0.327500154045228,4.21950770517611,0.283297590175553,7744,9.38083151964686
1290,89,213,38,95,489,755,76,489,755,131,159,1123,1374,0.352059279682923,0.31506892132654,3.66356164612965,0.273889075911449,9025,9.74679434480896
1291,89,186,41,102,502,821,86,525,858,169,152,1081,1367,0.345464043183005,0.310158070407456,3.73766961828337,0.270147794366866,10404,10.0995049383621
1292,96,220,29,111,500,800,110,503,805,126,167,1122,1379,0.360489149156045,0.318123693977482,3.40119738166216,0.276209281432,12321,10.5356537528527
1293,102,231,34,139,597,820,149,597,820,157,122,1107,1372,0.383304647160069,0.332535003684598,3.55534806148941,0.287083145894521,19321,11.7898261225516
1294,88,217,31,118,611,825,138,611,825,127,106,989,1237,0.350184956843403,0.316517061270447,3.46573590279973,0.274989659437626,13924,10.8627804912002
1295,92,200,34,91,486,744,144,486,744,128,154,1046,1280,0.336028119507909,0.304810110463821,3.55534806148941,0.266057520964037,8281,9.53939201416946
1296,98,223,28,191,588,896,114,588,896,124,160,1042,1293,0.40303657694962,0.328166887498844,3.36729582998647,0.283799711455966,36481,13.8202749610853
1297,95,251,27,149,610,818,137,610,818,140,138,1008,1286,0.379885356956748,0.324857884330203,3.3322045101752,0.281305196576449,22201,12.2065556157337
1298,79,220,24,183,556,834,106,556,834,118,123,1016,1260,0.391613238606827,0.319727679681671,3.2188758248682,0.277425412043371,33489,13.5277492584687
1299,91,208,24,147,489,841,122,486,836,122,148,1074,1298,0.373588184187663,0.314930872673448,3.2188758248682,0.273784095938801,21609,12.1243556529821
1301,88,222,32,138,528,804,151,528,804,139,131,1095,1349,0.376744186046512,0.321914404621405,3.49650756146648,0.279080992450878,19044,11.7473401244707
1302,91,197,34,146,541,925,166,541,925,168,132,981,1212,0.364391796322489,0.310457516339869,3.55534806148941,0.270376325354188,21316,12.0830459735946
1303,79,213,23,102,488,829,109,488,829,163,146,978,1214,0.334637964774951,0.299568826822833,3.17805383034795,0.262032537777532,10404,10.0995049383621
1304,95,226,28,129,539,846,136,539,846,166,131,1051,1305,0.365739130434783,0.317562073925824,3.36729582998647,0.275783115257718,16641,11.3578166916005
1306,73,236,23,125,445,923,128,445,923,155,144,1005,1264,0.358695652173913,0.302449005690901,3.17805383034795,0.264246342777925,15625,11.1803398874989
1307,95,218,25,100,440,953,132,443,959,143,127,1011,1261,0.338261175642379,0.297338085605112,3.25809653802148,0.260314538756683,10000,10
1308,78,244,17,90,513,896,82,519,907,119,155,978,1255,0.332330028328612,0.303146339906822,2.89037175789616,0.264781601818626,8100,9.48683298050514
1309,86,222,27,129,538,952,141,538,952,130,123,1058,1307,0.365361183637946,0.318016777263052,3.3322045101752,0.276128165333936,16641,11.3578166916005
1310,93,191,29,108,583,957,126,583,957,123,126,1038,1258,0.341854724964739,0.315486670020121,3.40119738166216,0.2742066884329,11664,10.3923048454133
1311,63,201,34,72,503,899,142,503,899,173,136,1026,1261,0.322970332208207,0.303593755009137,3.55534806148941,0.265124877396871,5184,8.48528137423857
1312,81,234,28,130,492,937,126,492,937,132,141,1066,1328,0.370473054929822,0.315247425270033,3.36729582998647,0.274024804029473,16900,11.4017542509914
1315,90,215,33,150,516,1190,124,516,1190,125,143,998,1246,0.371204188481675,0.310109246607688,3.52636052461616,0.270110528092958,22500,12.2474487139159
1316,88,242,33,174,498,1079,131,498,1079,116,104,1039,1314,0.399793032080028,0.319245306594196,3.52636052461616,0.277059835665473,30276,13.1909059582729
1317,83,209,27,159,447,1056,137,447,1056,134,154,979,1215,0.371202809482002,0.300707358448292,3.3322045101752,0.262908238370158,25281,12.6095202129185
1318,77,253,23,187,594,1030,167,594,1030,137,134,1017,1293,0.404424472865538,0.328677581475658,3.17805383034795,0.2841841479475,34969,13.6747943311773
1319,86,265,28,211,668,1083,95,668,1083,135,151,904,1197,0.411498257839721,0.326848607781671,3.36729582998647,0.282806662769168,44521,14.5258390463339
1320,86,264,27,206,519,1062,89,519,1062,116,138,902,1193,0.407433257721166,0.310641110376735,3.3322045101752,0.27051641473144,42436,14.3527000944073
1321,92,286,29,155,428,940,96,428,940,90,134,994,1309,0.391828995000862,0.307237860550343,3.40119738166216,0.267916407793487,24025,12.4498995979887
1322,85,260,25,124,407,985,80,407,985,119,164,919,1204,0.354747617366749,0.291752777060191,3.25809653802148,0.25600003802623,15376,11.13552872566
1324,71,284,21,149,541,1094,58,541,1094,106,141,920,1225,0.375809557150359,0.311165536297413,3.09104245335832,0.270916464009168,22201,12.2065556157337
1325,88,307,58,153,601,959,128,601,959,115,174,1034,1399,0.414156882763315,0.335076623692532,4.07753744390572,0.288988686229493,23409,12.369316876853
1348,64,179,27,125,626,1015,167,626,1015,167,149,945,1151,0.336970130566983,0.309950028464799,3.3322045101752,0.269988990275397,15625,11.1803398874989
1349,65,202,24,126,592,985,91,592,985,136,142,953,1179,0.344809133071709,0.310091044634077,3.2188758248682,0.270096634518736,15876,11.2249721603218
1350,69,161,23,105,546,930,83,549,936,139,153,906,1096,0.311276287164612,0.291638297182505,3.17805383034795,0.255911410424391,11025,10.2469507659596
1351,68,173,23,91,490,901,66,509,936,144,151,963,1203,0.313027852650494,0.291807322773306,3.17805383034795,0.256042263258866,8281,9.53939201416946
1352,74,229,40,145,563,977,110,563,977,145,167,985,1254,0.375503767303312,0.316783238716557,3.71357206670431,0.275191822059958,21025,12.0415945787923
1354,68,242,34,146,553,922,65,553,922,180,162,921,1197,0.369892092694145,0.309539650857016,3.55534806148941,0.269675663894019,21316,12.0830459735946
1355,66,171,38,89,514,915,62,517,921,153,161,1036,1252,0.327253408889676,0.304103644138107,3.66356164612965,0.265515942046961,7921,9.4339811320566
1356,67,255,46,125,443,862,85,443,862,139,165,999,1300,0.374563852058618,0.306609780947529,3.85014760171006,0.267435829197451,15625,11.1803398874989
1357,93,265,38,173,520,805,95,520,805,150,144,1054,1357,0.408477183387455,0.325429171298012,3.66356164612965,0.2817363098594,29929,13.1529464379659
1358,96,293,41,186,552,750,101,555,755,128,154,1042,1385,0.424103348631651,0.332028861440626,3.73766961828337,0.286703239631673,34596,13.6381816969859
1359,86,298,36,203,455,745,131,455,745,147,189,1018,1352,0.431466030989273,0.321387498834426,3.61091791264422,0.278682320022829,41209,14.247806848775
1361,95,277,41,216,484,714,84,484,714,125,185,1065,1383,0.440128356696504,0.328797837705019,3.73766961828337,0.284274652061725,46656,14.6969384566991
1362,87,281,57,132,475,665,101,475,665,113,162,1086,1424,0.399081788811427,0.32324451459165,4.06044301054642,0.280086686341473,17424,11.4891252930761
1364,71,252,44,102,465,751,69,468,756,143,154,1078,1382,0.364855570839065,0.312950090800927,3.80666248977032,0.272276583022365,10404,10.0995049383621
1365,77,257,38,128,533,992,101,536,998,147,147,979,1282,0.370066363953895,0.313089103933643,3.66356164612965,0.272382455876909,16384,11.3137084989848
1366,91,272,46,163,598,1040,176,598,1040,145,155,1071,1389,0.410970608339029,0.336759906048867,3.85014760171006,0.290248705366369,26569,12.7671453348037
1367,87,258,26,113,439,911,159,439,911,120,146,1012,1296,0.359287709497207,0.303812802856414,3.29583686600433,0.265292897107592,12769,10.6301458127346
1368,81,235,32,126,455,791,165,455,791,155,164,1022,1289,0.365287235900122,0.306586521642337,3.49650756146648,0.267418027775361,15876,11.2249721603218
1369,74,247,36,128,519,821,164,519,821,149,152,997,1280,0.369702276707531,0.313308921017741,3.61091791264422,0.272549846411415,16384,11.3137084989848
1370,83,247,53,116,556,802,106,556,802,118,176,1107,1407,0.381540572997084,0.329194651549695,3.98898404656427,0.284573233678662,13456,10.770329614269
1374,73,280,47,144,565,900,118,636,1013,118,209,1024,1520,0.395089285714286,0.326066876039165,3.87120101090789,0.282217324910575,20736,12
1375,80,304,40,178,624,986,101,624,986,134,180,1056,1400,0.422764227642276,0.34063847104573,3.71357206670431,0.29314597141624,31684,13.3416640641263
1376,78,296,27,136,497,973,104,500,979,126,172,965,1296,0.3799407974926,0.311820502316201,3.3322045101752,0.271415868903253,18496,11.6619037896906
1377,74,266,17,152,532,1039,81,532,1039,110,192,1004,1287,0.381473757386166,0.317398241716985,2.89037175789616,0.275658762562099,23104,12.328828005938
1378,74,301,30,166,662,1072,82,666,1079,128,143,1036,1376,0.407218249914879,0.339174419654954,3.43398720448515,0.292053319357198,27556,12.8840987267251
1379,73,297,25,177,620,1245,72,620,1245,118,187,867,1189,0.393960674157303,0.318569472111554,3.25809653802148,0.276547415685961,31329,13.3041346956501
1380,68,273,30,209,488,1399,66,488,1399,103,156,866,1169,0.409027291812456,0.306422540555924,3.43398720448515,0.267292516471937,43681,14.456832294801
1381,56,269,29,139,500,1125,94,500,1125,103,154,932,1230,0.371157561918145,0.305561731728234,3.40119738166216,0.266633393928215,19321,11.7898261225516
1382,68,266,24,196,547,1221,99,547,1221,114,142,937,1227,0.40378603681834,0.317685147713476,3.2188758248682,0.275876521133821,38416,14
1383,67,297,32,136,543,1320,139,546,1328,118,133,901,1237,0.374561403508772,0.310868608088559,3.49650756146648,0.270689977095747,18496,11.6619037896906
1384,81,327,19,175,531,1162,79,531,1162,119,139,892,1238,0.400312880236398,0.314880729361808,2.99573227355399,0.273745961411136,30625,13.228756555323
1385,75,301,20,180,502,1233,71,502,1233,117,126,899,1220,0.39759456161757,0.311479527756845,3.04452243772342,0.271155910410235,32400,13.4164078649987
1407,73,241,80,47,482,465,99,507,489,211,169,1099,1494,0.347337482710927,0.314942095847849,4.39444915467244,0.273792631084441,2209,6.85565460040104
1409,97,268,93,23,540,412,121,568,433,180,157,1255,1700,0.365141023475764,0.340611486692247,4.54329478227,0.293125843226843,529,4.79583152331272
1410,103,269,76,60,572,458,144,614,491,185,178,1287,1751,0.383958472873409,0.349141430848344,4.34380542185368,0.299468412981712,3600,7.74596669241483
1411,87,264,105,46,599,399,132,647,431,199,139,1232,1729,0.38126582278481,0.347479866075468,4.66343909411207,0.298236082001423,2116,6.78232998312527
1412,89,282,92,31,524,378,140,551,398,204,131,1224,1681,0.367854741089442,0.336089745538564,4.53259949315326,0.289747247662643,961,5.56776436283002
1413,79,291,98,42,506,410,116,532,431,189,154,1157,1626,0.373050847457627,0.330436384853975,4.59511985013459,0.285506997330468,1764,6.48074069840786
1414,76,260,70,51,593,426,92,632,454,204,166,1159,1587,0.357838946828518,0.334575329077971,4.26267987704132,0.288613135686334,2601,7.14142842854285
1415,99,316,103,60,565,461,106,594,485,163,158,1225,1730,0.400466045272969,0.348374154140967,4.64439089914137,0.298899536395908,3600,7.74596669241483
1416,97,324,98,52,506,483,76,532,508,149,156,1196,1702,0.392504600970386,0.339019060337502,4.59511985013459,0.291937301363138,2704,7.21110255092798
1417,98,319,105,64,531,465,74,559,489,131,165,1158,1665,0.396416010718473,0.338195684411222,4.66343909411207,0.291322202440756,4096,8
1418,106,299,92,64,574,421,69,612,449,142,159,1235,1733,0.393445350191316,0.347002211728137,4.53259949315326,0.29788153939283,4096,8
1419,70,296,75,54,608,476,50,648,507,172,178,1186,1659,0.373569023569024,0.34216932648093,4.33073334028633,0.294287205315114,2916,7.34846922834953
1420,71,270,101,34,631,430,57,668,455,181,197,1280,1748,0.375249169435216,0.351308156742039,4.62497281328427,0.30107312826217,1156,5.8309518948453
1422,77,259,89,50,626,533,65,663,564,180,192,1253,1695,0.37374749498998,0.347439216736601,4.49980967033027,0.298205914610402,2500,7.07106781186548
1423,80,298,77,91,615,407,70,660,437,192,192,1253,1746,0.40376672724269,0.353083576890148,4.35670882668959,0.302386118818302,8281,9.53939201416946
1424,69,265,84,47,583,490,100,621,522,218,178,1185,1635,0.364944961896698,0.336942346768568,4.44265125649032,0.290385175850165,2209,6.85565460040104
1425,67,280,70,55,492,530,99,518,558,202,175,1123,1549,0.360580204778157,0.321741553897129,4.26267987704132,0.278950226021937,3025,7.41619848709566
1426,74,270,84,55,494,513,83,520,540,198,178,1171,1604,0.368999323867478,0.327164472270816,4.44265125649032,0.283044690601819,3025,7.41619848709566
1428,89,259,53,50,641,613,150,679,649,190,154,1044,1436,0.335721775602936,0.325367874366267,3.98898404656427,0.281690061934192,2500,7.07106781186548
1430,92,207,66,28,573,514,116,603,541,193,130,1145,1492,0.324930458970793,0.322936749797873,4.20469261939097,0.279854075825099,784,5.29150262212918
1432,67,196,50,44,552,562,56,581,591,149,159,1008,1319,0.307226771092916,0.303986234585604,3.93182563272433,0.265425907149359,1936,6.6332495807108
1433,59,215,79,33,601,606,80,636,642,163,152,991,1361,0.31731962418011,0.311407239391362,4.38202663467388,0.271100789185479,1089,5.74456264653803
1434,53,218,43,85,624,521,48,656,548,169,177,1053,1383,0.341233879400488,0.321707942986118,3.78418963391826,0.27892479643756,7225,9.21954445729289
1435,70,200,56,80,706,637,44,743,670,176,190,1100,1427,0.343706777316736,0.333505139011006,4.04305126783455,0.287810918409038,6400,8.94427190999916
1436,65,255,47,57,589,542,47,620,570,168,156,1113,1488,0.343093351705133,0.325919773594192,3.87120101090789,0.282106387364834,3249,7.54983443527075
1438,81,245,56,74,635,644,69,677,686,128,184,1068,1459,0.349887523793044,0.327577216820538,4.04305126783455,0.283355639538767,5476,8.60232526704263
1439,69,198,73,85,642,756,39,675,795,144,181,1003,1341,0.342847137103835,0.318750387020868,4.30406509320417,0.276684611717736,7225,9.21954445729289
1440,56,187,57,84,566,688,26,595,724,162,179,1015,1325,0.333626605666021,0.30949084272138,4.06044301054642,0.269638391983088,7056,9.16515138991168
1441,62,208,65,118,726,923,39,764,971,177,182,979,1317,0.36124737210932,0.329327584625264,4.18965474202643,0.284673238917566,13924,10.8627804912002
1443,64,169,40,127,502,790,23,528,831,124,171,968,1238,0.34321206743567,0.298545710807867,3.71357206670431,0.261244954279551,16129,11.2694276695846
1444,66,182,34,171,544,927,54,572,975,170,147,881,1154,0.362290403139493,0.29888437809673,3.55534806148941,0.261505725333393,29241,13.076696830622
1445,77,216,45,155,614,929,55,646,977,174,167,934,1257,0.373481246698362,0.315957247327958,3.8286413964891,0.274564345542558,24025,12.4498995979887
1446,71,218,41,169,604,851,48,612,862,176,152,942,1216,0.381929824561404,0.316975010139457,3.73766961828337,0.275337447743957,28561,13
1447,91,215,39,185,649,823,33,649,823,129,173,1006,1260,0.395413002241766,0.328319043114759,3.68887945411394,0.283914265509746,34225,13.6014705087354
1448,92,224,35,226,550,918,32,553,924,145,141,932,1199,0.413536437597369,0.314753792588908,3.58351893845611,0.273649418129597,51076,15.0332963783729
1449,79,227,46,221,553,1019,46,553,1019,145,131,919,1192,0.415437987857762,0.315039068580145,3.85014760171006,0.273866375135275,48841,14.8660687473185
1451,89,219,33,144,513,844,67,513,844,139,118,945,1197,0.362771020624008,0.303848965451483,3.52636052461616,0.265320632756065,20736,12
1452,91,216,48,131,512,976,55,512,976,132,123,914,1178,0.356712716967765,0.299939341697794,3.89182029811063,0.262317603146402,17161,11.4455231422596
1453,79,207,41,105,445,966,98,445,966,170,117,921,1169,0.335716839470862,0.28914996094767,3.73766961828337,0.253983056172096,11025,10.2469507659596
1454,97,246,32,163,599,906,115,599,906,150,177,1079,1357,0.398179945054945,0.333404802744425,3.49650756146648,0.287735673073561,26569,12.7671453348037
1455,98,230,41,153,501,905,57,501,905,123,130,1014,1285,0.383506944444444,0.313618945913688,3.73766961828337,0.272785882506116,23409,12.369316876853
1456,75,199,31,117,518,857,67,524,868,118,136,1077,1324,0.353902311837302,0.313597591570497,3.46573590279973,0.27276962625705,13689,10.816653826392
1457,81,191,33,98,503,952,56,529,1001,167,140,1021,1310,0.333803313359182,0.303011012795213,3.52636052461616,0.264677749983594,9604,9.89949493661167
1458,81,240,44,120,598,954,87,598,954,139,147,1117,1401,0.377671396819969,0.332183837890625,3.80666248977032,0.286819579029209,14400,10.9544511501033
1459,82,190,37,111,520,791,74,520,791,151,164,1192,1419,0.363031233998976,0.325027753793018,3.63758615972639,0.281433405477698,12321,10.5356537528527
1460,77,219,29,123,574,760,83,585,774,172,150,1154,1429,0.371111111111111,0.330291244296083,3.40119738166216,0.285397898934641,15129,11.0905365064094
1461,85,222,51,81,550,714,146,550,714,172,182,1172,1445,0.35931330472103,0.32923969390274,3.95124371858143,0.284607120054774,6561,9
1462,85,275,60,124,566,759,106,570,764,145,185,1139,1483,0.400372439478585,0.337710499118487,4.11087386417331,0.29095956992319,15376,11.13552872566
1465,77,254,46,100,439,707,62,442,711,147,193,1077,1385,0.365719207579673,0.310836771328693,3.85014760171006,0.270665690034266,10000,10
1467,60,234,44,148,474,887,38,474,887,105,162,1001,1279,0.380201109570042,0.308571968623003,3.80666248977032,0.268936442333809,21904,12.1655250605964
1468,70,280,41,141,467,802,44,467,802,118,170,1001,1322,0.387052341597796,0.311520621787639,3.73766961828337,0.271187244019427,19881,11.8743420870379
1469,81,259,33,114,437,735,39,437,735,120,134,1067,1359,0.367887227093003,0.30940477313461,3.52636052461616,0.269572662302012,12996,10.6770782520313
1472,85,258,35,196,523,898,113,523,898,98,147,933,1226,0.407956726574769,0.314907398673081,3.58351893845611,0.273766243890161,38416,14
1473,91,294,31,151,528,832,107,528,832,83,155,1032,1357,0.398178381165149,0.324470063220528,3.46573590279973,0.281012427149544,22801,12.2882057274445
1474,80,278,35,117,478,743,111,478,743,107,141,1112,1425,0.382227528568992,0.322290464669024,3.58351893845611,0.27936543338397,13689,10.816653826392
1475,74,281,39,100,445,749,96,445,749,101,161,1038,1358,0.366326354040491,0.309765267115281,3.68887945411394,0.269847935749255,10000,10
1476,95,270,42,140,526,747,107,526,747,94,161,1105,1417,0.397578031724373,0.329607734466408,3.76120011569356,0.284883962239919,19600,11.8321595661992
1477,90,275,27,104,527,834,123,527,834,94,155,1138,1440,0.373887748117728,0.328671112757812,3.3322045101752,0.284179279397234,10816,10.1980390271856
1478,71,261,27,121,493,850,83,493,850,100,160,1071,1359,0.372389991371872,0.317611734901323,3.3322045101752,0.275820806111611,14641,11
1480,63,304,38,135,530,1031,118,596,1160,113,159,1096,1618,0.400815910249873,0.33146205288668,3.66356164612965,0.286277626343898,18225,11.6189500386223
1481,78,332,47,118,576,958,143,576,958,94,142,1136,1515,0.405273765535774,0.341590573486424,3.87120101090789,0.293855905180191,13924,10.8627804912002
1482,68,305,40,132,495,1121,151,495,1121,100,170,1045,1390,0.394079397672827,0.321925034131811,3.71357206670431,0.279089033416036,17424,11.4891252930761
1483,70,285,32,115,506,915,112,506,915,108,135,1067,1384,0.376868877814057,0.320759997512283,3.49650756146648,0.278207326605688,13225,10.7238052947636
1485,69,325,49,116,556,1021,90,556,1021,102,155,1026,1400,0.391274593669803,0.324923665299325,3.91202300542815,0.281354846683753,13456,10.770329614269
1486,85,328,38,164,495,1083,146,495,1083,108,121,984,1350,0.414018209929565,0.322465233487851,3.66356164612965,0.279497595926774,26896,12.8062484748657
1487,95,350,36,168,475,1096,79,478,1103,74,125,973,1367,0.420106182565508,0.320630667123672,3.61091791264422,0.278109400622647,28224,12.9614813968157
1488,90,318,45,155,512,1027,94,512,1027,87,114,1049,1412,0.4137697134136,0.328497377541944,3.8286413964891,0.284048512216493,24025,12.4498995979887
1489,92,310,24,191,513,982,116,513,982,101,158,969,1303,0.416523531432497,0.321204789378994,3.2188758248682,0.278544039549872,36481,13.8202749610853
1490,83,269,32,134,485,978,102,485,978,102,171,1006,1307,0.377057702304627,0.311930353887736,3.49650756146648,0.271499605185866,17956,11.5758369027902
1491,96,275,34,143,490,872,101,490,872,84,135,1156,1465,0.400673400673401,0.329013877400974,3.55534806148941,0.28443722166378,20449,11.9582607431014
1505,41,168,41,141,624,1003,60,632,1016,213,169,984,1208,0.354656299699594,0.315512708150745,3.73766961828337,0.274226481771386,19881,11.8743420870379
1506,51,156,35,96,457,1078,41,457,1078,208,151,881,1072,0.306375227686703,0.278016386943306,3.58351893845611,0.245309178207493,9216,9.79795897113271
1508,50,203,27,107,392,1129,28,392,1129,169,153,865,1095,0.321647994217564,0.27384543977721,3.3322045101752,0.242040230934051,11449,10.3440804327886
1509,66,188,35,99,449,998,55,452,1004,160,172,972,1202,0.328886517253646,0.291537166537167,3.58351893845611,0.255833110946241,9801,9.9498743710662
1510,61,178,23,83,362,981,58,362,981,157,147,1004,1205,0.313456746173015,0.280616436105543,3.17805383034795,0.247341552711395,6889,9.1104335791443
1511,73,178,30,81,379,1203,72,379,1203,133,142,963,1171,0.310517828346175,0.278409652853328,3.43398720448515,0.245616846731442,6561,9
1512,100,184,41,109,527,1089,66,527,1089,122,146,977,1202,0.337468982630273,0.302122506214545,3.73766961828337,0.263995630154698,11881,10.4403065089106
1513,83,211,42,120,684,1062,118,684,1062,124,136,985,1238,0.354526241634378,0.32464520916427,3.76120011569356,0.281144656913815,14400,10.9544511501033
1515,86,182,32,109,612,1028,43,636,1068,120,127,875,1131,0.32031108699584,0.298994814008579,3.49650756146648,0.261590745385327,11881,10.4403065089106
1516,83,199,24,86,543,810,27,546,815,127,141,1044,1274,0.325679228746713,0.307493784030466,3.2188758248682,0.268112162858043,7396,9.2736184954957
1517,71,183,22,96,597,735,43,597,735,158,150,985,1190,0.319496185914494,0.306122448979592,3.13549421592915,0.267062785249045,9216,9.79795897113271
1518,82,217,34,101,501,805,32,501,805,151,144,1078,1329,0.349255797853929,0.311482084690554,3.55534806148941,0.271157860064166,10201,10.0498756211209
1519,86,198,34,102,561,797,66,561,797,131,116,1000,1232,0.337345132743363,0.309136380904141,3.55534806148941,0.269367668593209,10404,10.0995049383621
1520,64,227,30,88,529,887,98,529,887,134,132,974,1231,0.333214540270848,0.305077149625456,3.43398720448515,0.266262157514168,7744,9.38083151964686
1521,66,227,47,86,549,829,100,549,829,132,160,972,1246,0.339491916859122,0.308531967030519,3.87120101090789,0.268905872976633,7396,9.2736184954957
1522,63,255,41,74,498,817,135,498,817,140,168,1029,1325,0.343870741131015,0.310386435080812,3.73766961828337,0.270322082323781,5476,8.60232526704263
1523,67,218,41,61,501,840,158,501,840,154,132,1087,1346,0.332629355860612,0.312579496311371,3.73766961828337,0.271994282267625,3721,7.81024967590665
1525,65,227,26,97,456,1005,137,456,1005,175,134,1011,1264,0.340144442487229,0.300500032053337,3.29583686600433,0.262748830553502,9409,9.8488578017961
1527,90,235,25,107,500,1001,149,500,1001,129,154,1033,1293,0.350699300699301,0.309486928207884,3.25809653802148,0.269635402638513,11449,10.3440804327886
1528,98,239,35,134,546,872,117,546,872,115,138,1017,1291,0.371736860424643,0.317100615759697,3.58351893845611,0.275432817534483,17956,11.5758369027902
1529,108,261,31,148,631,968,118,631,968,138,145,1022,1314,0.385107118175536,0.329624862081648,3.46573590279973,0.284896843862431,21904,12.1655250605964
